track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_popularity,youtube_views,youtube_likes,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,explicit_track,release_year
"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,2023-10-18,USWD12328242,186,110.9,26674909.0,19.0,7863539.0,84565.0,1639744.0,2942.0,3224599.0,87704.0,0,2023
IDGAF (feat. Yeat),For All The Dogs,Drake,2023-10-06,USUG12306072,187,110.8,406875019.0,67.0,39850191.0,427973.0,1498994.0,6021.0,16555878.0,964984.0,1,2023
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214888,188,110.7,1421763497.0,78.0,945857087.0,5587691.0,57148186.0,17651.0,3224599.0,3087489.0,0,2022
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,2020-01-10,USSM11914962,189,110.2,1237874594.0,67.0,2430804498.0,12334565.0,222732085.0,88462.0,3224599.0,5329382.0,1,2020
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,2022-10-12,QMDA62217995,190,110.1,804925777.0,75.0,175393116.0,1729347.0,21279325.0,11614.0,9065143.0,6548714.0,1,2022
Stargazing,Stargazing,Myles Smith,2024-05-10,GBARL2400510,191,109.8,106599323.0,87.0,10331471.0,167936.0,3667355.0,548.0,990796.0,854584.0,0,2024
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-17,USUG12204897,192,109.7,971473231.0,78.0,198796965.0,2003253.0,50899547.0,48037.0,24117364.0,3142892.0,1,2022
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013339,193,109.5,1125681368.0,72.0,306628096.0,3322075.0,224742683.0,79225.0,70901053.0,3908069.0,1,2020
Classy 101,Classy 101,Feid,2023-03-31,USUM72304895,195,109.1,872148396.0,78.0,477047694.0,1887642.0,11049774.0,3399.0,3224599.0,1625704.0,1,2023
Whatever,Whatever,Kygo,2024-01-19,USRC12302637,196,109.0,222354971.0,83.0,45439562.0,522558.0,10225886.0,568.0,3224599.0,1421900.0,0,2024
Whatever She Wants,Whatever She Wants,Bryson Tiller,2024-02-13,USRC12400299,197,108.4,207093873.0,87.0,19787472.0,254004.0,6895257.0,6101.0,13917600.0,854584.0,1,2024
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,2023-08-04,DEA622301801,198,107.8,361517395.0,80.0,37192341.0,491577.0,12735768.5,7832.0,5166756.0,4372188.0,0,2023
"yes, and?","yes, and?",Ariana Grande,2024-01-12,USUM72400048,199,107.5,416813996.0,67.0,115105080.0,2893111.0,3441709.0,3255.0,1419525.0,1028262.0,1,2024
meet the grahams,meet the grahams,Kendrick Lamar,2024-05-03,USUG12400909,201,107.3,65520394.0,67.0,36834647.0,1700363.0,1062564.0,2314.0,1683570.0,185009.0,1,2024
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,2023-10-06,USUG12306071,202,107.1,328526298.0,67.0,61769035.0,1228629.0,28093871.0,6623.0,6962286.0,1198582.0,1,2023
Rush,Rush,Ayra Starr,2022-09-16,NGA3B2216004,205,106.4,371886608.0,67.0,361174452.0,1904397.0,10681624.0,3972.0,9245741.0,8870769.0,0,2022
abcdefu,abcdefu,GAYLE,2021-08-13,USAT22103652,206,106.2,1128273165.0,70.0,499895662.0,6801671.0,154675499.0,105068.0,3224599.0,7565502.0,1,2021
Buga,Buga,Kizz Daniel,2022-05-03,USUYG1425645,208,105.8,86516910.0,57.0,266679537.0,1536035.0,7380862.0,2596.0,3224599.0,3876226.0,0,2022
Bad Habit,Bad Habit,Steve Lacy,2022-06-29,USRC12201440,207,105.8,1087938471.0,73.0,147472695.0,2050299.0,13639179.0,45788.0,26683563.0,4118983.0,1,2022
MONEY,LALISA,LISA,2021-09-10,KRA402100099,210,105.5,1189335848.0,73.0,1323718887.0,20328622.0,4765438.0,18921.0,3224599.0,3720737.0,1,2021
Columbia,Columbia,Quevedo,2023-07-07,BK4DA2310533,209,105.5,721002940.0,79.0,266411536.0,1343262.0,260176.0,1269.0,120842.0,1148958.0,0,2023
LADY GAGA,LADY GAGA,Peso Pluma,2023-06-22,QM7282306246,212,105.2,684204777.0,78.0,362779953.0,1617493.0,21933646.0,13520.0,5928532.0,1567605.0,1,2023
CUFF IT,RENAISSANCE,Beyoncï¿,2022-07-29,USSM12206232,213,104.9,795960535.0,73.0,176996169.0,1606296.0,41249326.0,32516.0,3224599.0,3861203.0,1,2022
KING KONG,KING KONG,TREASURE,2024-05-28,KRA402400030,214,104.5,8078265.0,68.0,44927750.0,931230.0,6554.0,4.0,3224599.0,12404.0,0,2024
How You Like That,How You Like That,BLACKPINK,2020-06-25,KRA402000111,215,104.5,1033109188.0,68.0,1584676582.0,29210301.0,8108765.0,42199.0,3224599.0,3461123.0,0,2020
Milf Song,Milf Song,The Puddleducks,2022-08-19,QZMEP2285895,216,104.5,1165982.0,28.0,1704936540.0,3631067.0,12735768.5,7832.0,3224599.0,1261.0,0,2022
Nasty,Nasty,Tinashe,2024-04-12,USLD91757578,217,104.4,31612906.0,76.0,6277949.0,171470.0,154795.0,1095.0,3832811.0,336779.0,0,2024
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,2022-12-02,USUG12208783,218,104.4,706356280.0,77.0,172653099.0,1750863.0,27896080.0,16722.0,22121803.0,2363066.0,1,2022
Panda,Panda,Desiigner,2016-02-26,USUM71601094,219,104.2,1181348550.0,62.0,2277330940.0,22334292.0,375337428.0,1442436.0,212661473.0,10372624.0,1,2016
Push Ups,Push Ups,Drake,2024-04-19,USUG12402283,220,103.9,107762230.0,67.0,14792036.0,301396.0,5661793.0,2749.0,3092295.0,432776.0,1,2024
Tattoo,Tattoo,Loreen,2023-02-25,SEUM72201638,221,103.9,518846340.0,77.0,348331280.0,3205077.0,334813.0,3599.0,3224599.0,7777679.0,0,2023
What It Is (Block Boy) (with Kodak Black),What It Is (Versions),Doechii,2023-03-17,USUG12301757,223,103.3,102772879.0,61.0,65934972.0,760669.0,16502733.0,8732.0,3224599.0,4072292.0,1,2023
Gata Only,Gata Only - Single,FloyyMenor,2023-12-21,QZNN22329474,224,103.1,4674619.0,67.0,108313521.0,990782.0,12735768.5,7832.0,3224599.0,854584.0,0,2023
Illusion,Illusion,Dua Lipa,2024-04-11,GBAHT2400114,225,103.1,108501771.0,12.0,3947610.0,60459.0,5866019.0,522.0,3224599.0,437667.0,1,2024
Used To Be Young,Endless Summer Vacation,Miley Cyrus,2023-08-18,USSM12306461,227,102.4,205468104.0,69.0,61624959.0,1364492.0,55443800.0,10442.0,111534.0,1999859.0,0,2023
Cupid - Twin Ver.,The Beginning: Cupid - Single,FIFTY FIFTY,2023-02-24,KSA012239181,229,102.3,861388470.0,48.0,15219067.0,176594.0,21156145.0,21450.0,3224599.0,5114752.0,0,2023
How Sweet,How Sweet,NewJeans,2024-05-24,USA2P2414843,228,102.3,33595707.0,79.0,40327759.0,965652.0,63815.0,100.0,114956.0,44878.0,0,2024
Players,Players,Coi Leray,2022-11-30,USUM72222387,230,101.8,465588517.0,67.0,109781672.0,1706148.0,37137946.0,16871.0,3224599.0,5620077.0,1,2022
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,2023-03-11,QZDA72340256,232,101.5,11648.0,67.0,1175875850.0,1505556.0,12735768.5,7832.0,3224599.0,16.0,1,2023
Con Calma,Con Calma,Daddy Yankee,2019-01-24,US2BU1900125,236,101.4,1353028938.0,73.0,3207187334.0,16913257.0,136354917.0,69412.0,3224599.0,13340067.0,0,2019
Here With Me,Here With Me,d4vd,2022-07-20,QZMEM2209263,234,101.4,1042311849.0,80.0,256736243.0,2649848.0,4556490.0,10111.0,15609794.0,3315939.0,0,2022
Favorite Song,Favorite Song,Toosii,2023-02-17,USUM72301797,235,101.4,186579651.0,62.0,231699320.0,1670867.0,111316408.0,71027.0,25797478.0,2561322.0,0,2023
Si No Quieres No,Si No Quieres No - Single,Luis R Conriquez,2024-03-09,US3DF2417042,233,101.4,158131138.0,85.0,135893150.0,889014.0,5439215.0,3601.0,3224599.0,833928.0,0,2024
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,2024-06-05,ES31E2401197,237,101.3,186123398.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,0,2024
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,2023-03-03,QZ5FN2369288,239,100.3,42761.0,16.0,1138846819.0,2113492.0,12735768.5,7832.0,3224599.0,449.0,0,2023
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306691,240,100.2,406821432.0,67.0,23505530.0,266969.0,18715607.0,6762.0,3224599.0,1551811.0,0,2023
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,2022-09-22,TCAGM2208561,241,100.1,665716137.0,80.0,358206246.0,2896698.0,202795.0,1067.0,1432443.0,5502998.0,0,2022
Glimpse of Us,Glimpse of Us,Joji,2022-06-10,USWB12201789,242,99.8,1262308912.0,74.0,66246839.0,2067331.0,9562991.0,17436.0,12895440.0,4350230.0,0,2022
Corazï¿½ï¿½n de Pi,Corazï¿½ï¿½n de Piedra - Si,Xavi,2024-03-23,USA2P2414894,244,98.8,172164034.0,82.0,117450205.0,1103003.0,9152713.0,1759.0,1136588.0,418366.0,0,2024
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,YG Marley,2023-12-27,CH7811111177,245,98.5,298853393.0,70.0,112961806.0,2336117.0,2135934.0,8861.0,3224599.0,854584.0,1,2023
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,2023-05-18,QM6P42334528,246,98.4,717849037.0,72.0,217687654.0,1929598.0,12735768.5,7832.0,4037512.0,2076698.0,1,2023
Yandel 150,Yandel 150,Yandel,2022-12-20,QMFMF2215173,247,98.1,837576264.0,70.0,472335529.0,1511715.0,26717443.0,8054.0,3224599.0,2660197.0,1,2022
THATS WHAT I WANT,MONTERO,Lil Nas X,2021-09-17,USSM12105732,248,98.0,1062095453.0,72.0,194928107.0,3281325.0,54997089.0,27977.0,12581843.0,5957065.0,1,2021
Todo De Ti,Todo De Ti,Rauw Alejandro,2021-05-20,USSD12100202,249,98.0,1339352060.0,75.0,873449363.0,6108611.0,58740730.0,23062.0,3224599.0,5640680.0,1,2021
Chemical,Chemical,Post Malone,2023-04-14,USUM72305205,250,97.6,503574147.0,75.0,90349145.0,902237.0,41533233.0,7841.0,3201843.0,2334089.0,1,2023
Shooting Star,Kep1going On,Kep1er,2024-06-03,KRA492400678,253,97.3,1534062.0,67.0,28023956.0,185464.0,669.0,2.0,3224599.0,8916.0,0,2024
Dog's Plan,Thoughts Feelings,David Jackson,2023-03-02,USZXT2350766,255,97.0,239850720.0,3.0,1131058312.0,2367298.0,12735768.5,7832.0,3224599.0,854584.0,0,2023
love nwantiti (ah ah ah),CKay The First,CKay,2019-08-30,QMEU31910213,256,96.9,853451422.0,71.0,1132006963.0,25943716.0,31447967.0,31569.0,3224599.0,3489217.0,1,2019
Late Night Talking,Harry's House,Harry Styles,2022-05-20,USSM12200610,258,96.4,959639297.0,76.0,151113156.0,2809492.0,68783337.0,10636.0,3224599.0,4053289.0,0,2022
Miss You,Miss You,Oliver Tree,2022-08-05,USAT22211992,261,96.2,631378937.0,51.0,32628348.0,615240.0,12735768.5,7832.0,16382616.0,7602822.0,1,2022
girls like me don't cry,Girls Like Me Don't Cry,thï¿½ï,2022-10-06,QZLBC2200766,260,96.2,69931412.0,61.0,63786141.0,759332.0,71269.0,228.0,3224599.0,195627.0,0,2022
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,2020-10-20,AEA0D2036458,259,96.2,2300838.0,35.0,3060919074.0,6319360.0,12735768.5,7832.0,3224599.0,16965.0,0,2020
Calling My Phone,Calling My Phone,Lil Tjay,2021-02-12,USSM12100388,263,95.7,777064903.0,71.0,482028631.0,5431785.0,105932632.0,53956.0,69864802.0,4012749.0,1,2021
Pink Venom,Pink Venom,BLACKPINK,2022-08-19,KRA402200017,266,95.6,736469450.0,68.0,868589823.0,16834955.0,6401599.0,10275.0,3224599.0,1547563.0,0,2022
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401040,267,95.0,250430303.0,84.0,16747466.0,251549.0,5771611.0,11920.0,3224599.0,188022.0,1,2024
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,2022-12-02,USUG12208784,269,94.5,682837690.0,80.0,191823612.0,1853827.0,2323771.0,3396.0,18237169.0,3246804.0,1,2022
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,2023-07-27,USSM12305021,270,94.3,347647880.0,74.0,30685665.0,405870.0,12478966.0,3216.0,9173465.0,861189.0,1,2023
California Gurls,Girl Power 2023,Katy Perry,2023-09-19,USCA21001182,271,94.2,239850720.0,67.0,4534591.0,47967.0,316633718.0,283271.0,3224599.0,854584.0,0,2023
Moscow Mule,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214875,272,94.1,1108031580.0,77.0,765780154.0,4700638.0,41077827.0,11906.0,9615729.0,1644044.0,1,2022
Moonlight,Moonlight,Kali Uchis,2023-02-24,USUM72219486,275,93.1,701558859.0,74.0,209195939.0,2284142.0,3448723.0,9386.0,8993848.0,3204314.0,0,2023
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,2020-06-11,USSM12003798,276,93.1,1118038333.0,67.0,481447573.0,3636839.0,12735768.5,7832.0,3224599.0,11067994.0,1,2020
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,USUM72402910,277,93.0,58157068.0,67.0,148269610.0,1257935.0,95804398.0,106600.0,3224599.0,854584.0,0,2024
Sunroof,Sunroof,Nicky Youre,2021-11-26,QM24S2107064,279,92.3,879708559.0,12.0,74610328.0,807333.0,12735768.5,7832.0,6305169.0,854584.0,0,2021
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,2023-08-19,USA2P2339944,280,92.0,521116293.0,81.0,427625497.0,2560068.0,10154861.0,13336.0,3224599.0,988007.0,1,2023
MY EYES,UTOPIA,Travis Scott,2023-07-28,USSM12305007,281,91.9,403132906.0,78.0,42319491.0,564712.0,517355.0,3385.0,10105167.0,1911147.0,1,2023
WORK,GOLDEN HOUR : Part.1,ATEEZ,2024-05-31,KRD442400011,282,91.7,10135326.0,31.0,29271837.0,586888.0,102486.0,119.0,566.0,25958.0,0,2024
Dior,Meet The Woo,Pop Smoke,2019-07-26,USUM71914275,285,91.4,1070422470.0,72.0,909072115.0,7522969.0,55282282.0,69945.0,103490551.0,4711998.0,1,2019
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,2022-09-30,QMDA62210237,286,91.2,720822868.0,17.0,148269610.0,1257935.0,86397101.0,2234762.0,3224599.0,854584.0,0,2022
Breakeven,Breakeven (Official 4K Video),The Script,2024-04-25,GB1102400418,287,91.1,858979483.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,0,2024
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,2022-01-21,QM4TW2218961,288,90.7,839405565.0,75.0,662287768.0,4695932.0,8328637.0,7361.0,3224599.0,2351019.0,1,2022
Primera Cita,La Primera Cita - Single,Carin Leon,2023-04-20,QZQMB2104890,290,90.5,598006591.0,80.0,415255950.0,1480134.0,26478187.0,16200.0,1434610.0,2336296.0,0,2023
Efecto,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214884,292,90.1,1293773697.0,77.0,501908214.0,2730759.0,43667676.0,13112.0,3224599.0,1927360.0,1,2022
Dame Tu Cosita,Dame Tu Cosita,El Chombo,2018-04-23,TCADP1859309,291,90.1,239850720.0,67.0,5004189392.0,20218394.0,12735768.5,7832.0,3224599.0,854584.0,0,2018
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,2023-11-09,BRSME2301957,293,89.6,95536146.0,67.0,143810663.0,1507763.0,12735768.5,7832.0,3224599.0,229561.0,0,2023
Slow It Down,Slow It Down,Benson Boone,2024-03-22,USWB12400913,294,89.4,202667139.0,85.0,25188125.0,291189.0,16853510.0,3223.0,442051.0,518777.0,0,2024
Yonaguni,Yonaguni,Bad Bunny,2021-06-04,QM6P42169803,295,88.6,1398634184.0,71.0,1084871745.0,7894095.0,62939872.0,19535.0,3224599.0,2211960.0,1,2021
Whoopty,Whoopty,CJ,2020-08-20,USA2P2031043,297,88.6,775664145.0,61.0,810607861.0,8889460.0,60410875.0,41096.0,59294063.0,6422051.0,1,2020
Super Shy,NewJeans 'Super Shy',NewJeans,2023-07-07,USA2P2330068,298,88.4,547471596.0,77.0,202977396.0,2705714.0,1428951.0,6871.0,2172977.0,528849.0,0,2023
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,2023-10-18,QZ9QQ2300781,301,87.7,462284590.0,84.0,110545167.0,325395.0,14745087.0,13732.0,233125.0,1075943.0,1,2023
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,2023-04-07,UKWLG2300016,300,87.7,509231024.0,79.0,40223001.0,328421.0,29557806.0,1437.0,1308074.0,3375037.0,0,2023
Butter,Butter,BTS,2021-05-21,QM6MZ2156864,302,87.5,1257974135.0,70.0,1175755478.0,27744989.0,23569614.0,50520.0,3224599.0,4173408.0,0,2021
Cinderella,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402037,304,87.2,124945674.0,67.0,11346227.0,139956.0,4388108.0,1644.0,3756755.0,369853.0,1,2024
Calma - Remix,Calma (Remix),Pedro Capï¿,2018-10-05,USSD11800343,303,87.2,1153753974.0,67.0,2890512374.0,13572964.0,168274012.0,88107.0,3224599.0,14113990.0,0,2018
Say So,Hot Pink,Doja Cat,2019-11-07,USRC11903454,306,87.0,1199270601.0,69.0,879051516.0,10069968.0,110184400.0,176348.0,3224599.0,10741166.0,1,2019
Ransom,Ransom,Lil Tecca,2019-05-22,QZ85M1940160,307,86.8,1355971796.0,77.0,749040183.0,8156272.0,88012413.0,229716.0,162569561.0,2972685.0,1,2019
Romantic Homicide,Romantic Homicide,d4vd,2022-07-20,QZMEM2232831,308,86.8,1136504636.0,81.0,154143867.0,2307573.0,8674577.0,16784.0,30568973.0,1892741.0,0,2022
Pink Skies,Pink Skies,Zach Bryan,2024-05-24,USWB12401947,309,86.7,60240739.0,84.0,3322959.0,65840.0,5006041.0,2349.0,521223.0,156886.0,0,2024
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,2023-08-11,QZPLS2305267,312,86.5,214598468.0,74.0,145094088.0,2568642.0,93004856.0,63249.0,3224599.0,736604.0,1,2023
BESO,RR,ROSALï¿½,2023-03-24,USSM12301258,313,86.3,647201484.0,74.0,186060248.0,1524559.0,20360773.0,4829.0,113549.0,1589528.0,0,2023
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,2024-05-10,BXIV82456543,315,86.1,51198446.0,80.0,14990394.0,244589.0,12735768.5,7832.0,3224599.0,128880.0,0,2024
Que Vuelvas,Que Vuelvas - Single,Carin Leon,2022-12-09,QZWT32210000,314,86.1,684853927.0,73.0,547937715.0,1638787.0,100368438.0,17421.0,3224599.0,1654594.0,1,2022
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,2024-06-14,CBEFB2400006,316,85.9,239850720.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,553000.0,854584.0,0,2024
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,2022-10-17,USAT22219211,318,85.8,665519026.0,68.0,187947945.0,2379515.0,30928677.0,53530.0,3224599.0,3245670.0,1,2022
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013632,317,85.8,785016247.0,70.0,654629596.0,5578060.0,140629473.0,71183.0,73950933.0,3516050.0,1,2020
Rich Flex,Her Loss,Drake,2022-11-04,USUG12208598,320,85.5,812274757.0,73.0,86053276.0,651228.0,61423121.0,33488.0,3224599.0,2300268.0,1,2022
Standing Next to You,GOLDEN,Jung Kook,2023-11-03,USA2P2348391,321,85.5,675865902.0,85.0,130563278.0,4183405.0,3073921.0,1442.0,3224599.0,1220942.0,0,2023
Do It To It,Do It To It,ACRAZE,2021-08-20,QZFPL2100100,324,85.2,805019111.0,73.0,117678524.0,1540284.0,51038784.0,9188.0,3224599.0,9653748.0,0,2021
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013355,325,84.8,1119350842.0,71.0,767399825.0,6283245.0,218042360.0,64927.0,3224599.0,4546156.0,1,2020
Good Good,Good Good,USHER,2023-08-04,QZS7J2331813,326,84.7,53825007.0,59.0,83224436.0,607267.0,58537921.0,22294.0,2154788.0,1896814.0,1,2023
Austin,Austin - Single,Dasha,2023-11-17,QZTB92360479,327,84.6,273023490.0,87.0,28916868.0,303426.0,22107065.0,4925.0,337191.0,1521087.0,1,2023
Search & Rescue,Search & Rescue,Drake,2023-04-07,USUG12301601,329,84.6,337858357.0,69.0,40938953.0,336819.0,44542627.0,18653.0,14784764.0,1383076.0,1,2023
TULUM,TULUM,Peso Pluma,2023-06-28,QM7282325573,328,84.6,390182196.0,74.0,253468644.0,1103093.0,23438854.0,7268.0,2169379.0,964306.0,1,2023
Coup du marteau,Coup du marteau,Tam Sir,2023-12-08,DGA0Q2357844,331,84.3,24933240.0,67.0,79219504.0,463646.0,12735768.5,7832.0,3224599.0,1245247.0,0,2023
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,2020-10-14,USA2P2036916,332,84.1,90383224.0,45.0,29836991.0,627377.0,6283417.0,26512.0,10556085.0,759001.0,1,2020
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,2022-04-28,SGB502213458,333,84.0,18296870.0,67.0,108892433.0,699306.0,12735768.5,7832.0,3224599.0,24326.0,0,2022
Sunroof,Sunroof,Nicky Youre,2021-12-03,USQX92202129,334,83.8,890752779.0,79.0,169046580.0,1678946.0,110963977.0,82293.0,771581.0,2488830.0,0,2021
Watching Yourself Being Born,Neuroscape,Blush Response,2023-04-04,QZFZ72309552,335,83.7,239850720.0,67.0,918283411.0,1480549.0,12735768.5,7832.0,3224599.0,854584.0,0,2023
Los del Espacio,Los del Espacio - Single,LIT killah,2023-06-01,USWL12300725,336,83.3,373898429.0,72.0,314467618.0,1775081.0,79804.0,197.0,3224599.0,776352.0,0,2023
Taste (feat. Offset),Taste (feat. Offset),Tyga,2018-05-16,USUYG1198481,338,83.1,1358105253.0,69.0,1875005008.0,10236903.0,476875275.0,185157.0,3224599.0,7997160.0,1,2018
MAMIII,MAMIII,Becky G,2022-02-10,USRC12200425,337,83.1,911797058.0,74.0,628307968.0,4924401.0,112920660.0,34289.0,190971.0,3561445.0,1,2022
Until I Found You,Until I Found You,Stephen Sanchez,2021-09-01,USUG12103651,339,83.0,1020452066.0,73.0,385820349.0,4710732.0,38544039.0,26435.0,8598138.0,11693340.0,0,2021
exes,exes,Tate McRae,2023-11-17,USRC12302756,340,83.0,323100055.0,67.0,33501338.0,405965.0,24536746.0,8494.0,3224599.0,697530.0,1,2023
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,2019-08-16,QMRSZ1901446,341,82.7,27747363.0,41.0,136028794.0,1352520.0,12735768.5,7832.0,3224599.0,348103.0,0,2019
Stick Season,Stick Season,Noah Kahan,2022-07-08,USUM72212470,342,82.6,965865213.0,86.0,89431811.0,659870.0,18405146.0,38276.0,8435767.0,3365903.0,0,2022
Need To Know,Need To Know,Doja Cat,2021-06-11,USRC12101120,344,82.5,1178076856.0,71.0,507790705.0,6169368.0,90615307.0,51300.0,3224599.0,5746726.0,1,2021
kompa pasiï¿½,kompa pasiï¿½,ýýýýýýýýýý,2024-04-12,USUS12400227,345,82.5,29458027.0,78.0,8529869.0,225779.0,12735768.5,7832.0,365682.0,2085595.0,0,2024
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,2022-10-20,MXF012200200,343,82.5,394381902.0,73.0,805683907.0,2076505.0,14271775.0,11420.0,3224599.0,1353588.0,0,2022
Last Last,Last Last,Burna Boy,2022-05-12,USAT22204901,346,82.4,410722289.0,68.0,332556651.0,1906835.0,15787293.0,18736.0,16995425.0,4840000.0,0,2022
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,2023-01-29,SGB502314277,347,82.2,8034198.0,67.0,32806412.0,130043.0,12735768.5,7832.0,3224599.0,854584.0,0,2023
500lbs,500lbs,Lil Tecca,2023-07-21,USUM72309854,349,82.1,350584176.0,68.0,32342535.0,452857.0,2538334.0,6256.0,18379949.0,776386.0,1,2023
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-09-03,USUG12104409,348,82.1,732652170.0,72.0,247680355.0,2184804.0,96181566.0,75646.0,43754739.0,2095961.0,1,2021
BILLIE EILISH.,BILLIE EILISH.,Armani White,2022-05-19,SGB502248062,350,82.0,359416593.0,64.0,116400996.0,2127918.0,29260633.0,18576.0,24428.0,3310069.0,1,2022
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,2023-04-12,JPP302300157,351,81.8,356559943.0,69.0,490408465.0,4295510.0,540614.0,419.0,3224599.0,804248.0,0,2023
Lï¿½ï¿½ï¿½AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401990,352,81.6,84575291.0,85.0,11080040.0,346121.0,183562.0,231.0,749185.0,214747.0,0,2024
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,2023-03-03,USUG12300821,353,81.5,406319778.0,80.0,84066193.0,368256.0,181953005.0,27501.0,7289828.0,1185776.0,0,2023
